vehicle_type;year_of_manufacture;engine_volume;fuel_type;number_of_km;vehicle_model;price_total;status;time_stamp
FABIA 1.4 TDI 66kW Ambition Combi, kombi, 1 422 ccm;2016;1 422 ccm;NAFTA;147273;Škoda Fabia;149000;for_sale;26.04.2021 6:55
RAPID 1.4 TDI 66kW Ambition Spaceback, hatchback, 1 422 ccm;2016;1 422 ccm;NAFTA;187842;Škoda Rapid;149000;for_sale;26.04.2021 6:55
FABIA 1.2 TSI 66kW Ambition Combi, kombi, 1 197 ccm;2016;1 197 ccm;BENZÍN;135188;Škoda Fabia;159000;for_sale;26.04.2021 6:55
FABIA 1.4 TDI 66kW Ambition Combi, kombi, 1 422 ccm;2016;1 422 ccm;NAFTA;121132;Škoda Fabia;159000;for_sale;26.04.2021 6:55
FABIA 1.0 TSI 70kW Ambition Combi, kombi, 999 ccm;2018;999 ccm;BENZÍN;145866;Škoda Fabia;179000;for_sale;26.04.2021 6:55
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;200276;Škoda Octavia;199000;for_sale;26.04.2021 6:55
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;182376;Škoda Octavia;209000;for_sale;26.04.2021 6:55
I20 1.25i 55kW Family, hatchback, 1 248 ccm;2018;1 248 ccm;BENZÍN;58204;Hyundai i20;209000;for_sale;26.04.2021 6:55
FABIA 1.2 TSI 66kW Ambition Combi, kombi, 1 197 ccm;2017;1 197 ccm;BENZÍN;83049;Škoda Fabia;209000;for_sale;26.04.2021 6:55
I30 1.6 CRDi 81kW Symbol, hatchback, 1 582 ccm;2016;1 582 ccm;NAFTA;97671;Hyundai i30;219000;for_sale;26.04.2021 6:55
RAPID 1.4 TDI 66kW Ambition, liftback, 1 422 ccm;2017;1 422 ccm;NAFTA;19296;Škoda Rapid;239000;for_sale;26.04.2021 6:55
OCTAVIA 1.6 TDI 66kW Active Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;126554;Škoda Octavia;239000;for_sale;26.04.2021 6:55
OCTAVIA 1.6 TDI 81kW Style, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;131908;Škoda Octavia;249000;for_sale;26.04.2021 6:55
OCTAVIA 1.6 TDI 85kWStyle, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;231370;Škoda Octavia;249000;for_sale;26.04.2021 6:55
I30 CRDi 110 Style kombi, kombi, 1 582 ccm;2018;1 582 ccm;NAFTA;86312;Hyundai i30;249000;for_sale;26.04.2021 6:55
FABIA 1.0 TSI 81kW Style Combi, kombi, 999 ccm;2018;999 ccm;BENZÍN;48442;Škoda Fabia;249000;for_sale;26.04.2021 6:55
OCTAVIA 1.6 TDI 81kWStyle, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;114761;Škoda Octavia;249000;for_sale;26.04.2021 6:55
I30 T-GDI 120 Best of Czech Style kombi, kombi, 998 ccm;2017;998 ccm;BENZÍN;83168;Hyundai i30;269000;for_sale;26.04.2021 6:55
I30 T-GDI 120 Best of Czech Style kombi, kombi, 998 ccm;2018;998 ccm;BENZÍN;73658;Hyundai i30;279000;for_sale;26.04.2021 6:55
OCTAVIA 1.6 TDI 85kWActive, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;55992;Škoda Octavia;279000;for_sale;26.04.2021 6:55
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;143286;Škoda Octavia;279000;for_sale;26.04.2021 6:55
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;116158;Škoda Octavia;299000;for_sale;26.04.2021 6:55
I40 1.7 CRDi 104kW Experience, kombi, 1 685 ccm;2017;1 685 ccm;NAFTA;88288;Hyundai i40;299000;for_sale;26.04.2021 6:55
OCTAVIA 1.6 TDI 81kW Style Combi 4x4, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;154988;Škoda Octavia;299000;for_sale;26.04.2021 6:55
OCTAVIA 1.6 TDI 85kW Ambition, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;83213;Škoda Octavia;329000;for_sale;26.04.2021 6:55
OCTAVIA 1.0 TSI 85kW Style Combi, kombi, 999 ccm;2017;999 ccm;BENZÍN;64903;Škoda Octavia;339000;for_sale;26.04.2021 6:55
OCTAVIA 2.0 TDI 135 kW 4x4 DSG Scout Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;212054;Škoda Octavia;339000;for_sale;26.04.2021 6:55
OCTAVIA 2.0 TDI 110kW DSG L&K Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;125524;Škoda Octavia;349000;for_sale;26.04.2021 6:55
OCTAVIA 2.0 TDI 110kW Ambition Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;71783;Škoda Octavia;369000;for_sale;26.04.2021 6:55
Octavia 1.6TDI Ambition, liftback, 1 598 ccm;2019;1 598 ccm;NAFTA;64704;Škoda Octavia;379000;for_sale;26.04.2021 6:55
OCTAVIA 1.4 TSI 110kW DSG Ambition Fresh Combi, kombi, 1 395 ccm;2017;1 395 ccm;BENZÍN;98852;Škoda Octavia;379000;for_sale;26.04.2021 6:55
SUPERB 2.0 TDI 110kW Ambition Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;84488;Škoda Superb;379000;for_sale;26.04.2021 6:55
OCTAVIA 2.0 TDI CR 4x4 DSG RS, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;169389;Škoda Octavia;399000;for_sale;26.04.2021 6:55
TUCSON 1.6 GDI 97kW Tucson 4x2, SUV, 1 591 ccm;2018;1 591 ccm;BENZÍN;116733;Hyundai Tucson;399000;for_sale;26.04.2021 6:55
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;86806;Škoda Octavia;419000;for_sale;26.04.2021 6:55
SUPERB 2.0 TSI 162kW Ambition AP, liftback, 1 984 ccm;2017;1 984 ccm;BENZÍN;103970;Škoda Superb;429000;for_sale;26.04.2021 6:55
SUPERB 2.0 TDI 140kW Style Combi AP, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;145931;Škoda Superb;439000;for_sale;26.04.2021 6:55
SUPERB 2.0 TDI 140kW Ambition, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;81767;Škoda Superb;439000;for_sale;26.04.2021 6:55
SUPERB 2.0 TDI 140kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;156874;Škoda Superb;439000;for_sale;26.04.2021 6:55
SUPERB 2.0 TDI 110kW Ambition Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;108022;Škoda Superb;439000;for_sale;26.04.2021 6:55
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;57619;Škoda Octavia;449000;for_sale;26.04.2021 6:55
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;60016;Škoda Octavia;449000;for_sale;26.04.2021 6:55
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;64255;Škoda Octavia;469000;for_sale;26.04.2021 6:55
OCTAVIA 2.0 TDI 135 kW 4x4 DSG L&K Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;109249;Škoda Octavia;469000;for_sale;26.04.2021 6:55
SUPERB 2.0 TDI 140kW Style 4x4, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;108244;Škoda Superb;469000;for_sale;26.04.2021 6:55
KAROQ 1.6 TDI 85 kW Ambition, SUV, 1 598 ccm;2018;1 598 ccm;NAFTA;65906;Škoda Karoq;479000;for_sale;26.04.2021 6:55
KAROQ 1.6 TDI 85 kW Ambition, SUV, 1 598 ccm;2018;1 598 ccm;NAFTA;61976;Škoda Karoq;489000;for_sale;26.04.2021 6:55
KAROQ 1.6 TDI 85 kW Ambition, SUV, 1 598 ccm;2018;1 598 ccm;NAFTA;41692;Škoda Karoq;499000;for_sale;26.04.2021 6:55
SUPERB 2.0 TDI 140kW L&K Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;138517;Škoda Superb;499000;for_sale;26.04.2021 6:55
SUPERB 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;65286;Škoda Superb;499000;for_sale;26.04.2021 6:55
SUPERB 2.0 TDI 140kW Style 4x4 DSG, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;122196;Škoda Superb;509000;for_sale;26.04.2021 6:55
SANTA FE 2.2 CRDi Executive 4x4 Auto, SUV, 2 199 ccm;2017;2 199 ccm;NAFTA;129688;Hyundai Santa Fe;509000;for_sale;26.04.2021 6:55
SUPERB 2.0 TDI 140kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;94876;Škoda Superb;519000;for_sale;26.04.2021 6:55
SUPERB 2.0 TDI 140kW Style Combi DSG, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;67246;Škoda Superb;539000;for_sale;26.04.2021 6:55
OCTAVIA RS 2.0 TDI 4x4 DSG Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;46432;Škoda Octavia;549000;for_sale;26.04.2021 6:55
SUPERB 2.0 TDI 110kW Ambition Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;37530;Škoda Superb;549000;for_sale;26.04.2021 6:55
SUPERB 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;54010;Škoda Superb;549000;for_sale;26.04.2021 6:55
SUPERB 2.0 TDI 110kW L&K Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;60300;Škoda Superb;589000;for_sale;26.04.2021 6:55
KAROQ 1.5 TSI ACT Style DSG, SUV, 1 498 ccm;2017;1 498 ccm;BENZÍN;18425;Škoda Karoq;599000;for_sale;26.04.2021 6:55
KAROQ 1.5 TSI 110 kW ACT Style DSG, SUV, 1 498 ccm;2018;1 498 ccm;BENZÍN;34577;Škoda Karoq;599000;for_sale;26.04.2021 6:55
SUPERB 2.0 TDI 110kW Style Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;36105;Škoda Superb;609000;for_sale;26.04.2021 6:55
SUPERB 2.0 TDI 110kW L&K Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;38033;Škoda Superb;629000;for_sale;26.04.2021 6:55
SUPERB 2.0 TDI 140kW 4x4 SportLine DSG, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;69054;Škoda Superb;629000;for_sale;26.04.2021 6:55
KODIAQ 2.0 TDI 110 kW Ambition 4x4, SUV, 1 968 ccm;2018;1 968 ccm;NAFTA;61823;Škoda Kodiaq;639000;for_sale;26.04.2021 6:55
KODIAQ 2.0 TDI 110 kW Ambition 4x4, SUV, 1 968 ccm;2018;1 968 ccm;NAFTA;73352;Škoda Kodiaq;689000;for_sale;26.04.2021 6:55
Kodiaq 2.0TDI 4x4 DSG STYLE, SUV, 1 968 ccm;2018;1 968 ccm;NAFTA;73040;Škoda Kodiaq;719000;for_sale;26.04.2021 6:55
Fabia 1.4TDI AMBIENTE, hatchback, 1 422 ccm;2009;1 422 ccm;NAFTA;130325;Škoda Fabia;69000;for_sale;13.05.2021 10:02
Fabia 1.6TDI, hatchback, 1 598 ccm;2012;1 598 ccm;NAFTA;142622;Škoda Fabia;79000;for_sale;13.05.2021 10:02
Fabia 1.6TDI AMBIENTE, hatchback, 1 598 ccm;2010;1 598 ccm;NAFTA;136750;Škoda Fabia;89000;for_sale;13.05.2021 10:02
ROOMSTER 1.2 TSI 63kW Active, MPV, 1 197 ccm;2013;1 197 ccm;BENZÍN;125430;Škoda Roomster;129000;for_sale;13.05.2021 10:02
FABIA 1.4 TDI 66kW Ambition Combi, kombi, 1 422 ccm;2016;1 422 ccm;NAFTA;147273;Škoda Fabia;139000;for_sale;13.05.2021 10:02
FABIA 1.0 MPI 44kW Active, hatchback, 999 ccm;2017;999 ccm;BENZÍN;103983;Škoda Fabia;155000;for_sale;13.05.2021 10:02
FABIA 1.2 TSI 66kW Ambition Combi, kombi, 1 197 ccm;2016;1 197 ccm;BENZÍN;135188;Škoda Fabia;159000;for_sale;13.05.2021 10:02
FABIA 1.0 TSI 70kW Ambition Combi, kombi, 999 ccm;2018;999 ccm;BENZÍN;145866;Škoda Fabia;179000;for_sale;13.05.2021 10:02
OCTAVIA 1.6 TDI 66kW Active Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;189522;Škoda Octavia;199000;for_sale;13.05.2021 10:02
FABIA 1.2 TSI 81kW Ambition Combi, kombi, 1 197 ccm;2017;1 197 ccm;BENZÍN;109126;Škoda Fabia;199000;for_sale;13.05.2021 10:02
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;182376;Škoda Octavia;209000;for_sale;13.05.2021 10:02
I30 1.6 CRDi 81kW Symbol, hatchback, 1 582 ccm;2016;1 582 ccm;NAFTA;97671;Hyundai i30;219000;for_sale;13.05.2021 10:02
Octavia 1.6TDI STYLE, liftback, 1 598 ccm;2015;1 598 ccm;NAFTA;140260;Škoda Octavia;225000;for_sale;13.05.2021 10:02
OCTAVIA 1.6 TDI 66kW Active Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;141954;Škoda Octavia;229000;for_sale;13.05.2021 10:02
OCTAVIA 1.6 TDI 66kW Active Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;126554;Škoda Octavia;229000;for_sale;13.05.2021 10:02
FABIA 1.4 TDI 77kW Style Combi, kombi, 1 422 ccm;2017;1 422 ccm;NAFTA;42182;Škoda Fabia;239000;for_sale;13.05.2021 10:02
OCTAVIA 1.6 TDI 81kW Style, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;131908;Škoda Octavia;249000;for_sale;13.05.2021 10:02
I30 T-GDI 120 Best of Czech Style kombi, kombi, 998 ccm;2018;998 ccm;BENZÍN;73658;Hyundai i30;259000;for_sale;13.05.2021 10:02
OCTAVIA 1.6 TDI 85kWActive, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;55992;Škoda Octavia;279000;for_sale;13.05.2021 10:02
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;143286;Škoda Octavia;279000;for_sale;13.05.2021 10:02
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;131053;Škoda Octavia;289000;for_sale;13.05.2021 10:02
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;116158;Škoda Octavia;299000;for_sale;13.05.2021 10:02
OCTAVIA 1.6 TDI 81kW Style Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;104495;Škoda Octavia;299000;for_sale;13.05.2021 10:02
I40 1.7 CRDi 104kW Experience, kombi, 1 685 ccm;2017;1 685 ccm;NAFTA;88288;Hyundai i40;299000;for_sale;13.05.2021 10:02
OCTAVIA 1.6 TDI 81kW Style Combi 4x4, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;154988;Škoda Octavia;299000;for_sale;13.05.2021 10:03
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;38994;Škoda Octavia;329000;for_sale;13.05.2021 10:03
OCTAVIA 2.0 TDI 110kW DSG L&K Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;125524;Škoda Octavia;339000;for_sale;13.05.2021 10:03
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;44645;Škoda Octavia;349000;for_sale;13.05.2021 10:03
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;67596;Škoda Octavia;349000;for_sale;13.05.2021 10:03
OCTAVIA 2.0 TDI 110kW Ambition Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;71783;Škoda Octavia;369000;for_sale;13.05.2021 10:03
OCTAVIA 1.8 TSI 132kW DSG L&K, liftback, 1 798 ccm;2016;1 798 ccm;BENZÍN;127701;Škoda Octavia;369000;for_sale;13.05.2021 10:03
Octavia 1.6TDI Ambition, liftback, 1 598 ccm;2019;1 598 ccm;NAFTA;64704;Škoda Octavia;379000;for_sale;13.05.2021 10:03
OCTAVIA 1.4 TSI 110kW DSG Style Combi, kombi, 1 395 ccm;2017;1 395 ccm;BENZÍN;46743;Škoda Octavia;379000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 110kW Ambition Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;84488;Škoda Superb;379000;for_sale;13.05.2021 10:03
TUCSON 1.6 GDI 97kW Tucson 4x2, SUV, 1 591 ccm;2018;1 591 ccm;BENZÍN;116733;Hyundai Tucson;399000;for_sale;13.05.2021 10:03
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;86806;Škoda Octavia;409000;for_sale;13.05.2021 10:03
SUPERB 2.0 TSI 162kW Ambition AP, liftback, 1 984 ccm;2017;1 984 ccm;BENZÍN;103970;Škoda Superb;429000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 140kW Style Combi AP, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;145931;Škoda Superb;439000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 140kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;156874;Škoda Superb;439000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 110kW Ambition Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;108022;Škoda Superb;439000;for_sale;13.05.2021 10:03
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;57619;Škoda Octavia;449000;for_sale;13.05.2021 10:03
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;60016;Škoda Octavia;449000;for_sale;13.05.2021 10:03
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;64255;Škoda Octavia;469000;for_sale;13.05.2021 10:03
KAROQ 1.6 TDI 85 kW Ambition, SUV, 1 598 ccm;2018;1 598 ccm;NAFTA;65906;Škoda Karoq;469000;for_sale;13.05.2021 10:03
KAROQ 1.6 TDI 85 kW Ambition, SUV, 1 598 ccm;2018;1 598 ccm;NAFTA;61976;Škoda Karoq;469000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 140kW Style 4x4, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;108244;Škoda Superb;469000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 140kW L&K Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;138517;Škoda Superb;479000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 140kW Style 4x4 AP, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;107498;Škoda Superb;479000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 110kW Ambition, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;73742;Škoda Superb;479000;for_sale;13.05.2021 10:03
KAROQ 1.6 TDI 85 kW Ambition, SUV, 1 598 ccm;2018;1 598 ccm;NAFTA;41692;Škoda Karoq;489000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 110kW Style DSG, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;119336;Škoda Superb;489000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;65286;Škoda Superb;499000;for_sale;13.05.2021 10:03
SANTA FE 2.2 CRDi Executive 4x4 Auto, SUV, 2 199 ccm;2017;2 199 ccm;NAFTA;129688;Hyundai Santa Fe;509000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 140kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;94876;Škoda Superb;519000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 110kW Style DSG, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;58173;Škoda Superb;529000;for_sale;13.05.2021 10:03
Superb, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;37530;Škoda Superb;539000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 140kW Style Combi DSG, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;67246;Škoda Superb;539000;for_sale;13.05.2021 10:03
OCTAVIA RS 2.0 TDI 4x4 DSG Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;46432;Škoda Octavia;549000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;54010;Škoda Superb;549000;for_sale;13.05.2021 10:03
OCTAVIA 2.0 TDI 135 kW 4x4 DSG Scout Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;51481;Škoda Octavia;549000;for_sale;13.05.2021 10:03
KAROQ 1.5 TSI 110 kW ACT Style DSG, SUV, 1 498 ccm;2018;1 498 ccm;BENZÍN;52203;Škoda Karoq;569000;for_sale;13.05.2021 10:03
OCTAVIA RS 2.0TSI DSG 169kW, liftback, 1 984 ccm;2018;1 984 ccm;BENZÍN;47012;Škoda Octavia;569000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 110kW L&K Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;60300;Škoda Superb;589000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 140kW Style DSG, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;80180;Škoda Superb;589000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 110kW Style Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;36105;Škoda Superb;599000;for_sale;13.05.2021 10:03
KAROQ 1.5 TSI 110 kW ACT Style DSG, SUV, 1 498 ccm;2018;1 498 ccm;BENZÍN;34577;Škoda Karoq;599000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 110kW L&K Combi DSG, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;38033;Škoda Superb;629000;for_sale;13.05.2021 10:03
SUPERB 2.0 TDI 140kW 4x4 SportLine DSG, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;69054;Škoda Superb;629000;for_sale;13.05.2021 10:03
KODIAQ 2.0 TDI 110 kW Ambition 4x4, SUV, 1 968 ccm;2018;1 968 ccm;NAFTA;61823;Škoda Kodiaq;639000;for_sale;13.05.2021 10:03
KODIAQ 2.0 TDI 110 kW Ambition 4x4, SUV, 1 968 ccm;2018;1 968 ccm;NAFTA;73352;Škoda Kodiaq;679000;for_sale;13.05.2021 10:03
ROOMSTER 1.2 TSI 63kW Active, MPV, 1 197 ccm;2013;1 197 ccm;BENZÍN;125430;Škoda Roomster;129000;for_sale;28.05.2021 13:51
FABIA 1.4 TDI 66kW Ambition Combi, kombi, 1 422 ccm;2016;1 422 ccm;NAFTA;147273;Škoda Fabia;139000;for_sale;28.05.2021 13:51
FABIA 1.0 MPI 44kW Active, hatchback, 999 ccm;2017;999 ccm;BENZÍN;103983;Škoda Fabia;155000;for_sale;28.05.2021 13:51
FABIA 1.0 TSI 70kW Ambition Combi, kombi, 999 ccm;2018;999 ccm;BENZÍN;145866;Škoda Fabia;179000;for_sale;28.05.2021 13:51
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;182376;Škoda Octavia;199000;for_sale;28.05.2021 13:51
FABIA 1.4 TDI 77kW Style Combi, kombi, 1 422 ccm;2017;1 422 ccm;NAFTA;125689;Škoda Fabia;209000;for_sale;28.05.2021 13:51
FABIA 1.4 TDI 77kW Style Combi, kombi, 1 422 ccm;2017;1 422 ccm;NAFTA;115692;Škoda Fabia;219000;for_sale;28.05.2021 13:51
OCTAVIA 1.6 TDI 66kW Active Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;141954;Škoda Octavia;229000;for_sale;28.05.2021 13:51
FABIA 1.4 TDI 77kW Style Combi, kombi, 1 422 ccm;2017;1 422 ccm;NAFTA;83546;Škoda Fabia;229000;for_sale;28.05.2021 13:51
FABIA 1.4 TDI 77kW Style Combi, kombi, 1 422 ccm;2017;1 422 ccm;NAFTA;74722;Škoda Fabia;229000;for_sale;28.05.2021 13:51
OCTAVIA 1.6 TDI 66kW Active Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;126554;Škoda Octavia;229000;for_sale;28.05.2021 13:51
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;201013;Škoda Octavia;239000;for_sale;28.05.2021 13:51
OCTAVIA 1.6 TDI 81kW Style, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;131908;Škoda Octavia;249000;for_sale;28.05.2021 13:51
FABIA 1.4 TDI 77kW Style Combi, kombi, 1 422 ccm;2017;1 422 ccm;NAFTA;42182;Škoda Fabia;249000;for_sale;28.05.2021 13:51
FABIA 1.0 TSI 81kW Ambition Combi, kombi, 999 ccm;2018;999 ccm;BENZÍN;18676;Škoda Fabia;279000;for_sale;28.05.2021 13:51
OCTAVIA 1.6 TDI 85kWActive, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;55992;Škoda Octavia;279000;for_sale;28.05.2021 13:51
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;143286;Škoda Octavia;279000;for_sale;28.05.2021 13:51
OCTAVIA 1.6 TDI 81kW Style Combi 4x4, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;154988;Škoda Octavia;289000;for_sale;28.05.2021 13:51
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;173723;Škoda Octavia;299000;for_sale;28.05.2021 13:51
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;51627;Škoda Octavia;329000;for_sale;28.05.2021 13:51
OCTAVIA 2.0 TDI 110kW DSG L&K Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;125524;Škoda Octavia;339000;for_sale;28.05.2021 13:51
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;67596;Škoda Octavia;339000;for_sale;28.05.2021 13:51
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;44645;Škoda Octavia;349000;for_sale;28.05.2021 13:51
OCTAVIA 1.4 TSI 110kW Ambition Fresh, liftback, 1 395 ccm;2018;1 395 ccm;BENZÍN;64272;Škoda Octavia;359000;for_sale;28.05.2021 13:51
OCTAVIA 1.8 TSI 132kW DSG L&K, liftback, 1 798 ccm;2016;1 798 ccm;BENZÍN;127701;Škoda Octavia;359000;for_sale;28.05.2021 13:51
Octavia 1.6TDI Ambition, liftback, 1 598 ccm;2019;1 598 ccm;NAFTA;64704;Škoda Octavia;369000;for_sale;28.05.2021 13:51
OCTAVIA 1.6 TDI 81kW Style Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;58404;Škoda Octavia;369000;for_sale;28.05.2021 13:51
